keyword,tag,grade,include,빈도,purity,woe,단독성공률,delta,delta_cond,delta_pos,판정,suggested,예시제품,raw성공률,wilson,발표등급
카메라,neutral,,Y,0,1.0,13.635693328387722,,,,,,,,,,
카발란,neutral,,Y,12,0.0,-14.9559873703977,,,,,,,,0.0,0.0,
카베르네,neutral,,Y,7,0.0,-14.416991097998244,,,,,,,,0.0,0.0,
카스,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
카스타드,killer,T2,Y,9,0.45139134200549,0.9822900403403092,0.444,0.0005,,,killer_불명확(노이즈),유지,삼립)주종발효카스타드크림빵105g(성공) / 티니핑)반짝핑의카스타드슈크림빵95g(실패) / 롯데)카스타드딸기230g(실패),0.444,0.189,보류
카스테라,killer,T2,Y,30,0.3700024818815152,0.6339834264096604,0.3,0.023,,,killer_확실,유지,픽셀리)덕개멍스테라(성공) / 서울우유말차크림카스테라(실패) / 서울우유우유크림카스테라(실패),0.3,0.167,모델신호
카스텔라,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
카시스,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
카이막,killer,T1,Y,5,0.799997478723526,2.550902554822559,0.8,0.0152,,,killer_확실,유지,삼립)미각카이막꿀치즈케익100g(성공) / 삼립)카이막꿀크림카스테라95g(성공) / 삼립)카이막크림치즈점보롤225g(성공),0.8,0.376,강증거
카츠,neutral,,Y,5,0.4000013351440031,0.7591459421711628,,,,,,,,0.4,0.118,
카카오,매개,T2,Y,16,0.3035687918308778,0.3173138203914931,0.25,0.0285,,1.0,매개,,맛삼춘딸기우유(성공) / 스위트)알포트카카오사브레52g(성공) / 롯데)설레임카카오쉐이크160ml(실패),0.25,0.102,
카트,neutral,,Y,0,,0.0,,,,,,,,,,
카페,neutral,,Y,43,0.1967795147978904,-0.3614445367410016,,,,,,,,0.163,0.081,
카페라떼,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
카페오레,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
카페인,neutral,,Y,10,0.0999992959201178,-1.0326120761137116,,,,,,,,0.1,0.018,
카피바라,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
칵테일,neutral,,Y,16,0.0625000640284239,-1.5434375293908715,,,,,,,,0.062,0.011,
칸쵸,neutral,,Y,3,0.3333370486893028,0.4714638288865332,,,,,,,,0.333,0.061,
칸타타,neutral,,Y,7,0.0,-14.416991097998244,,,,,,,,0.0,0.0,
칼,neutral,,Y,2,0.5000032335520754,1.1646090914519966,,,,,,,,0.5,0.095,
칼국수,neutral,,Y,9,0.1111142800914389,-0.9148290937350816,,,,,,,,0.111,0.02,
칼로리,mine,T1,Y,13,0.0384622442607748,-1.400336725093777,0.077,-0.0355,,,진짜 악재(Δ<0),,칠성)델몬트사과제로200ml(실패) / 농심)누들핏마라탄탄(실패) / 칠성)솔의눈제로500ml(성공),0.077,0.014,
칼제비,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
캐러멜,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
캐리비안,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
캐릭터,매개,T1,Y,11,0.2970211318485285,0.690827360307399,0.364,0.0649,,1.0,매개,,CJ)1등급훈제대란2구(성공) / 캐치!티니핑)하츄핑라면(성공) / 천하)골든씨씨쉘250g(성공),0.364,0.152,
캐슈넛,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
캐스크,매개,T2,Y,18,0.2777798206856082,0.2091002297410111,0.278,0.0312,,1.0,매개,,윌리엄)발베니싱글배럴12년700ml(성공) / APP)발베니12년더블우드700ml(성공) / APP)글렌고인코리아에디션700ml(성공),0.278,0.125,
캐주얼,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
캔,neutral,,Y,39,0.5000000065192581,-2.4989488170439764,,,,,,,,0.0,0.0,
캔디,neutral,,Y,40,0.2827071449661051,-0.049832370685376,,,,,,,,0.05,0.014,
캘리포니아,neutral,,Y,9,0.2222287820445655,-0.0881511875500412,,,,,,,,0.222,0.063,
캠페인,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
캠핑,mine,T1,Y,11,0.1363658139651147,-0.1346712034121968,0.273,-0.0714,,,진짜 악재(Δ<0),,보일라면(성공) / 삼진)1953어묵순살바80g(야채맛)(성공) / 삼진)1953어묵순살바80g(오징어맛)(성공),0.273,0.097,
캡슐,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
커스터드,killer,T1,Y,18,0.5112304685109544,0.5083690953265825,0.611,0.0811,,,killer_확실,유지,부창제과)소금우유호빵(3입)(성공) / 망곰커스터드푸딩(실패) / 엠즈)39저당커스터드크림롤105g(성공),0.611,0.386,강증거
커짐,neutral,,Y,2,0.5000017881393433,1.1646090914519966,,,,,,,,0.5,0.095,
커피,neutral,,Y,141,0.1616138994641958,-0.2262177814337561,,,,,,,,0.191,0.135,
컨디션,neutral,,Y,5,0.2000006705522437,-0.2216823926747915,,,,,,,,0.2,0.036,
컵,neutral,,Y,68,0.2574581168430855,0.0864083101347886,,,,,,,,0.118,0.061,
케이머스,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
케이준,neutral,,Y,11,0.0909107557752039,-1.1379725491493329,,,,,,,,0.091,0.016,
케이크,매개,T2,Y,125,0.2654346384446235,0.1680835651171906,0.344,0.0391,,1.0,매개,,KBO)기아타이거즈호랑이초코롤85g(성공) / 쿠냥이의딸기모찌팬케이크(성공) / 소세지피자빵초코케이크(실패),0.344,0.266,
케찹,neutral,,Y,5,0.1999996274709757,-0.2216823926747915,,,,,,,,0.2,0.036,
켈로그,neutral,,Y,3,0.333337128162384,0.4714638288865332,,,,,,,,0.333,0.061,
코미디,neutral,,Y,0,0.4117531443341289,0.8079365739066823,,,,,,,,,,
코어리지,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
코울슬로,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
코카,neutral,,Y,13,0.0,-15.0360300534815,,,,,,,,0.0,0.0,
코코,neutral,,Y,7,0.2857145581926537,0.2483208298713158,,,,,,,,0.286,0.082,
코코넛,neutral,,Y,28,0.3214340182022681,0.4173972597204091,,,,,,,,0.321,0.179,
코코아,neutral,,Y,13,0.1538485002059377,-0.5401361120204607,,,,,,,,0.154,0.043,
코팅,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
콘,killer,T2,Y,71,0.4600954245504984,0.2483209832348379,0.254,0.0259,,,killer_확실,유지,픽셀리치즈별콘(성공) / 맛제일)콘치즈떡갈비김밥(성공) / PB)자이언츠육각꼬깔콘고소한맛134g(성공),0.254,0.167,모델신호
콘서트,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
콘소메,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
콘텐츠,neutral,,Y,2,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
콜드브루,neutral,,Y,2,0.5000179707993286,1.1646090914519966,,,,,,,,0.5,0.095,
콜라,neutral,,Y,151,0.3218596191786623,0.9067825951552888,,,,,,,,0.444,0.367,
콜라겐,killer,T1,Y,3,0.7500005494803231,1.857757831839432,1.0,0.0536,,,killer_확실,유지,자임)콜라겐젤리복숭아130g(성공) / 자임)콜라겐젤리애사비130g(성공) / 자임)콜라겐젤리청포도130g(성공),1.0,0.438,강증거
콜라보,killer,T2,Y,98,0.4796775023610621,1.0046470596104418,0.612,0.0596,,,killer_확실,유지,PB)K리그슛!크림빵105g(성공) / PB)K리그슛!소보로빵75g(성공) / K리그)슛!더비라면(성공),0.612,0.513,강증거
콜롬비아,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
콜키지,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
콤보,neutral,,Y,6,0.3333234439290596,0.471464189385691,,,,,,,,0.333,0.097,
콤부차,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
콤비네이션,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
콩,mine,T1,Y,20,0.1145159287798655,-0.96361982733727,0.1,-0.0454,,,진짜 악재(Δ<0),,연세우유찰떡콩떡맘모스(실패) / 말차콩볼(실패) / 롯데)렌틸콩유부초밥&에그샐러드(성공),0.1,0.028,
콩코드,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
콩포트,neutral,,Y,3,0.3333363533020019,0.4714638288865332,,,,,,,,0.333,0.061,
콰트로,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
쿄토,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
쿠앤크,매개,T1,Y,20,0.1999991618096797,-0.2216825711745511,0.2,0.0505,,1.0,매개,,삼립)따라큐의쿠앤크팡팡80g(성공) / 미성)허쉬쿠앤크라운즈96g(실패) / 빙그레)쿠앤크바말차70ml(실패),0.2,0.081,
쿠캣,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
쿠크다스,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
쿠키,neutral,T2,Y,101,0.3699047295084848,0.3761543601422426,0.208,-0.035,-0.0019,,가짜(강등),강등검토(Δ≤0),TXT별모아쿠키별(성공) / TXT별모아쿠키(실패) / 스윙배트쿠키(실패),0.208,0.14,강등
쿠퍼스,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
쿨,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
쿨리쉬,neutral,,Y,2,0.5000047534702792,1.1646090914519966,,,,,,,,0.5,0.095,
쿼카,neutral,,Y,1,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
퀄리티,neutral,,Y,0,0.1034492766805316,-0.9948722674465472,,,,,,,,,,
퀴디치,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
큐레이터,neutral,,Y,0,0.0,-12.471084236935726,,,,,,,,,,
큐브,killer,T2,Y,7,0.5714262404612828,1.4522928234812424,0.571,0.0816,,,killer_확실,유지,롯데)이너프홀그레인큐브케이크60g(성공) / 제이탑)큐브쫀득쿠키(후르츠)50g(성공) / 롯데)이너프바나나&피넛큐브케이크60g(성공),0.571,0.25,강증거
큐티,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
크라시,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
크라운,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
크래미,neutral,,Y,12,0.5000034086405977,1.164611290612207,,,,,,,,0.5,0.254,
크래커,neutral,,Y,11,0.090909369289875,-1.1379725491493329,,,,,,,,0.091,0.016,
크랜베리,neutral,,Y,7,0.2857169466358878,0.2483208298713158,,,,,,,,0.286,0.082,
크랩,neutral,,Y,10,0.2000031322240829,-0.2216825116745991,,,,,,,,0.2,0.057,
크런키,매개,T2,Y,18,0.4444493709338852,0.9414679451562084,0.444,0.0175,,1.0,매개,,과일모양초콜릿(실패) / 롯데)미미미누크런키8입(성공) / 빙그레)딥앤로우크런치커피바(성공),0.444,0.246,
크럼블,neutral,,Y,8,0.2500108107921239,0.0659994009439379,,,,,,,,0.25,0.071,
크레스트,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
크레페,neutral,,Y,9,0.3333355113863945,0.4714643095522017,,,,,,,,0.333,0.121,
크로와상,neutral,,Y,7,0.1428576984575733,-0.6271471811165447,,,,,,,,0.143,0.026,
크로우,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
크로칸슈,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
크룽지,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
크리미,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
크리스마스,neutral,,Y,10,0.0,-14.773665877537054,,,,,,,,0.0,-0.0,
크리스탈,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
크리스피,neutral,,Y,15,0.0666659325361251,-1.4744446761705818,,,,,,,,0.067,0.012,
크림,neutral,,Y,536,0.1907538946431728,0.2391325712730794,,,,,,,,0.326,0.288,
큰컵,neutral,,Y,5,0.4000022768974643,0.7591459421711628,,,,,,,,0.4,0.118,
클래식,killer,T2,Y,14,0.3682284855118811,0.641363519419241,0.357,0.0438,,,killer_확실,유지,떡볶퀸클래식더블토핑떡볶이(성공) / 이정후)더블클래식버거(성공) / APP전용)이정후더블클래식버거(실패),0.357,0.163,모델신호
클레오파트라,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
클레이모어,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
클룹,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
키덜트,neutral,,Y,0,0.0,-13.569693968277042,,,,,,,,,,
키리모찌,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
키링,killer,T2,Y,5,0.4984107555013937,0.9043285846163764,0.4,0.052,,,killer_확실,유지,K리그)슛!비타민워터레몬340ml(성공) / 이탈리안브레인롯키링캔디(실패) / 운세부적키링팝핑캔디(실패),0.4,0.118,보통증거
키세스,neutral,,Y,6,0.0,-14.262840509504269,,,,,,,,0.0,0.0,
키스틱,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
키위,neutral,,Y,9,0.0,-14.668305404501432,,,,,,,,0.0,0.0,
키즈,neutral,,Y,0,0.0,-12.471084236935726,,,,,,,,,,
키치,neutral,,Y,0,0.2407239222958041,0.015989019718532,,,,,,,,,,
키친,neutral,,Y,5,0.4000015288590929,0.7591459421711628,,,,,,,,0.4,0.118,
키커,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
키키,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
킨더,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
킬바사,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
킷캣,killer,T2,Y,5,0.6000019937754272,1.5700753195552797,0.6,0.0074,,,killer_불명확(노이즈),유지,네슬레)킷캣하트틴(성공) / 네슬레)킷캣청키로투스(성공) / 네슬레)킷캣산타10입(성공),0.6,0.231,보류
타로,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
타르타르,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
타르트,mine,T1,Y,12,0.0833333792785796,-0.4448259670888502,0.167,0.0002,,,불명확,,파블로미니치즈타르트(실패) / 몽뜨)타르트젤리35g(실패) / 롯데)프리미엄가나레몬치즈타르트(성공),0.167,0.047,
타마고,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
타우린,killer,T2,Y,6,0.6666644116243062,1.8577572922570955,0.667,0.054,,,killer_확실,유지,동아)박카스F120ml10입(판매전용) (성공) / 현대)에너린250ml(실패) / 종근당건강)아임비타에너지샷150ml(성공),0.667,0.3,강증거
타케츠루,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
타코,매개,T2,Y,12,0.1666689105332399,-0.4448259670888502,0.167,0.0073,,0.83,매개,,삼립)타코샐러드칠리포크152g(실패) / 오리온)스윙칩고수타코맛50g(성공) / 삼립)타코샐러드풀드치킨154g(실패),0.167,0.047,
타코야끼,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
타피오카,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
탄력,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
탄산,neutral,,Y,81,0.1681720599219687,-0.6498759701349559,,,,,,,,0.136,0.078,
탄탄,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
탐스,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
탕,mine,T1,Y,39,0.1431637827673198,-0.2823072156895039,0.179,-0.0689,,,진짜 악재(Δ<0),,PB)박은영셰프의유산슬탕면큰컵(성공) / 농심)감자탕큰사발면(성공) / 농심)누들핏새우탕맛(성공),0.179,0.09,
탕수육,neutral,,Y,3,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
탕종,neutral,,Y,2,0.5000077486038208,1.1646090914519966,,,,,,,,0.5,0.095,
태국,neutral,,Y,6,0.1666701709230218,-0.4448257521891666,,,,,,,,0.167,0.03,
태극기,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
탱글함,neutral,,Y,75,0.2400026639548976,0.8979830188243885,,,,,,,,0.48,0.371,
탱크,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
터키,neutral,,Y,9,0.0,-14.668305404501432,,,,,,,,0.0,0.0,
터프,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
턱돌이,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
테라오카,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
테리스,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
테이스티,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
테이크핏,neutral,,Y,2,0.4999973773956299,1.1646090914519966,,,,,,,,0.5,0.095,
테일러,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
텍스트북,neutral,,Y,2,0.4999972581863403,1.1646090914519966,,,,,,,,0.5,0.095,
텐더,neutral,,Y,4,0.5000014677643557,1.1646104109470157,,,,,,,,0.5,0.15,
텐커레이,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
템테이션,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
템푸라,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
토니포트,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
토닉,killer,T1,Y,9,0.6666666145126017,0.4714643095522017,0.333,0.0242,,,killer_확실,유지,달콤토닉(성공) / 새콤토닉(성공) / IGIN애플토닉(성공),0.333,0.121,모델신호
토마토,매개,T2,Y,46,0.1929342090708791,0.1186431636639165,0.261,0.0366,,1.0,매개,,안유성)나폴리탄파스타230g(성공) / 이정후)함박스테이크김밥(성공) / 적토마토)베이컨듬뿍토스트샌드(실패),0.261,0.156,
토스카나,neutral,,Y,3,0.3333412806195402,0.4714638288865332,,,,,,,,0.333,0.061,
토스트,neutral,,Y,17,0.2352948357515421,-0.0140432617232148,,,,,,,,0.235,0.096,
토이스토리,neutral,,Y,0,,0.0,,,,,,,,,,
토핑,neutral,,Y,17,0.2292801579460501,-0.0675319396806119,,,,,,,,0.235,0.096,
톡핑,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
통,neutral,,Y,58,0.1896591435093475,-0.2876405712651744,,,,,,,,0.19,0.109,
통크,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
통통이,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
퇴마,neutral,,Y,0,0.1333320890864385,-0.7071902947447314,,,,,,,,,,
투게더,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
투다리,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
투수,neutral,,Y,0,0.6128996050652837,1.6241439742682455,,,,,,,,,,
투슬리스,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
투움바,neutral,,Y,9,0.3333354070783125,0.4714643095522017,,,,,,,,0.333,0.121,
투핸즈,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
튀김,매개,T1,Y,32,0.3335034388695436,0.1530108165179087,0.344,0.0879,,1.0,매개,,베어스라이스볼(성공) / PB)최강록의리얼웨지감자45g(성공) / 메타몽돈까스정식(성공),0.344,0.204,
튀룽,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
튜브,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
트러플,매개,T1,Y,16,0.3124985534232163,0.376154260753845,0.312,0.0763,,1.0,매개,,롯데)트러플촉촉함박도시락(실패) / 써라클)베노프단백질바(트러플피넛)50g(성공) / 그린)트러플머쉬룸비프버거(실패),0.312,0.142,
트레이스,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
트로트,neutral,,Y,0,0.0,-12.471084236935726,,,,,,,,,,
트로피컬,killer,T2,Y,8,0.6250118026507243,1.6754363149454683,0.625,0.0126,,,killer_확실,유지,하와이안쉬림프김밥(성공) / 하와이안코코넛쉬림프(성공) / 하와이안갈릭쉬림프(성공),0.625,0.306,강증거
트롤리,neutral,,Y,6,0.3333337604999542,0.471464189385691,,,,,,,,0.333,0.097,
트리,neutral,,Y,2,0.4999947249892518,1.1646090914519966,,,,,,,,0.5,0.095,
트리플,neutral,,Y,17,0.1764713676975228,-0.3758331855018354,,,,,,,,0.176,0.062,
트위스트,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
트위젤,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
트윅스,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
특산물,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
특식,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
티,neutral,,Y,30,0.1666678935289108,-0.4448260960287615,,,,,,,,0.167,0.073,
티냐넬로,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
티라미수,neutral,,Y,15,0.1333320334554009,-0.7071901430332945,,,,,,,,0.133,0.037,
티아라,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
티오피,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
티타임,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
틱톡,neutral,,Y,3,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
팀워크,neutral,,Y,0,0.5714229281458695,1.4522928234812424,,,,,,,,,,
파,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
파니니,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
파란색,neutral,,Y,0,,0.0,,,,,,,,,,
파래,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
파로,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
파르페,neutral,,Y,14,0.0,-15.110138004558303,,,,,,,,0.0,0.0,
파마산,neutral,,Y,8,0.1250019520521164,-0.7812977696105239,,,,,,,,0.125,0.022,
파베,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
파블로,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
파삭,neutral,,Y,3,0.1666677892208099,0.0659993601106803,,,,,,,,0.333,0.061,
파스쿠찌,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
파스타,neutral,,Y,45,0.2607513813357813,0.3495747296261002,,,,,,,,0.311,0.195,
파스텔,neutral,,Y,5,0.0,-14.262840509504269,,,,,,,,0.0,-0.0,
파스퇴르,neutral,,Y,4,0.4999993070960148,1.1646104109470157,,,,,,,,0.5,0.15,
파슬리,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
파우더,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
파우치,neutral,,Y,5,0.3000032901763916,1.1646108507794268,,,,,,,,0.6,0.231,
파운드케이크,neutral,,Y,11,0.3636355271393727,0.6049956937600385,,,,,,,,0.364,0.152,
파워,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
파이,neutral,,Y,22,0.2961039684366109,0.1442516326852464,,,,,,,,0.227,0.101,
파이어,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
파이퍼,neutral,,Y,7,0.4285717627831768,0.876929097993955,,,,,,,,0.429,0.158,
파인,neutral,,Y,2,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
파인애플,neutral,,Y,25,0.2800009739399101,0.2201500794934011,,,,,,,,0.28,0.143,
파인트,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
파인퐁,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
파전,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
파티,neutral,,Y,38,0.1747083098781676,-0.5699893056813135,,,,,,,,0.211,0.111,
파티시에,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
파프리카,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
판다,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
판박이,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
판타지,neutral,,Y,0,0.2162155183787489,-0.1232425491867141,,,,,,,,,,
팔도,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
팜,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
팝,neutral,,Y,11,0.225050211045704,0.0119322193096018,,,,,,,,0.182,0.051,
팝업,neutral,T2,Y,5,0.4163230519322527,1.5075563458214674,0.2,-0.0274,-0.2921,,가짜(강등),강등검토(Δ≤0),별모아스낵(성공) / 데이지에일4캔기획패키지(실패) / 피마원하이볼레드(실패),0.2,0.036,강등
팝콘,neutral,,Y,32,0.2887931696845809,0.3118343874467428,,,,,,,,0.25,0.133,
팝핑,neutral,,Y,7,0.2058785032371459,0.2773084807974049,,,,,,,,0.0,0.0,
팟카오무쌉,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
팟타이,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
팡팡,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
팥,neutral,,Y,56,0.1520493021091504,0.4899385789304029,,,,,,,,0.268,0.17,
패러디,neutral,,Y,0,0.8000039696694603,2.550902554822559,,,,,,,,,,
패션,neutral,,Y,4,0.1470526234409524,0.0014609202896747,,,,,,,,0.0,0.0,
패션후르츠,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
패치,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
패키지,neutral,,Y,12,0.0833347737789154,-1.2332826940809432,,,,,,,,0.083,0.015,
패티,neutral,,Y,17,0.3529456665410213,0.5584757776478083,,,,,,,,0.353,0.173,
팩,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
팬덤,neutral,,Y,1,0.163789635660618,0.4454890281231782,,,,,,,,0.0,0.0,
퍼지,neutral,,Y,3,0.6666812300682068,1.8577556735124792,,,,,,,,0.667,0.208,
퍼포먼스,neutral,,Y,0,0.3571287446786276,0.5768248787210767,,,,,,,,,,
퍼플,neutral,,Y,2,0.0999987877905278,-0.6271471811165447,,,,,,,,0.0,0.0,
퍽퍽,neutral,,Y,3,0.333342045545578,0.4714638288865332,,,,,,,,0.333,0.061,
펀치,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
펄,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
